filelink	include	beginn	ende	dauer_norm	dauer_bemerkung	gehalt_norm	gehalt_text	umfang_text	umfang_prozent	umfang_sws	umfang_stunden	jahr	datum	domain	domain_lit	domain_ling	domain_mkw	domain_fdid	domain_spr	domain_other	lang	lang_frz	lang_spa	lang_ita	lang_por	lang_rom	lang_okz	lang_kat	lang_eng	lang_other	lang_diverse	account	redaktion	title	position_lektorat	position_lfba	position_rat	position_projekt	position_wma	position_diss	position_postdoc		stadt	land
stellenanzeigen/249.html	1	2014-08-01	2016-09-30	26		E13	TVL-13	20	50	N/A	N/A	2014	05. Juni 2014	Fachdidaktik	0	0	0	1	0	0	Spanisch	0	1	0	0	0	0	0	0	0	0	3942-Cordula_Neis	13-Christof_SchOech	Wiss. Mitarbeiter/in Fachdidaktik Spanisch (50%)	0	0	0	0	1	0	0		Potsdam	DE
stellenanzeigen/1889.html	0	2016-08-03	2016-08-24	1			N/A	20	N/A	N/A	N/A	2016	05. August 2016	N/A	0	0	0	0	0	0	Portugiesisch	0	0	0	1	0	0	0	0	0	0	3773-Sonja_Humbel_Pain	4-Lars_Schneider	Lecturer ohne Doktorat	0	0	0	0	0	0	0		Graz	AT
stellenanzeigen/181.html	0	2014-08-01	2016-01-31	18			1308 Euro brutto (14 mal)	20	N/A	N/A	N/A	2014	13. Mai 2014	Literaturwissenschaft	1	0	0	0	0	0	Französisch	1	0	0	0	0	0	0	0	0	0	2330-Birgit_Mertz_Baumgartner	13-Christof_SchOech	Ersatzkraft Französischsprachige Literaturen	0	0	0	0	0	0	0		Innsbruck, Österreich	AT
stellenanzeigen/53.html	0	2014-08-01	2018-07-31	48			N/A	20	N/A	N/A	N/A	2014	20. März 2014	Literaturwissenschaft	1	0	0	0	0	0	Spanisch, Deutsch	0	1	0	0	0	0	0	0	0	0	3786-Harm_den_Boer	13-Christof_SchOech	Assistenz in Iberoromanischer Literaturwissenschaft 50%	0	0	0	0	0	0	0		Basel, Schweiz	CH
stellenanzeigen/1246.html	0	2015-09-23	2015-10-25	2			circa 39000 chf annui (stima al netto delle tasse, con oscillazioni legate alla classe stipendiale di inserimento)	21	N/A	N/A	N/A	2015	25. September 2015	Sprachwissenschaft	0	1	0	0	0	0	Italienisch	0	0	1	0	0	0	0	0	0	0	4627-Renata_Bernasconi	13-Christof_SchOech	Bando di concorso per un posto di assistente in Linguistica romanza – Linguistica storica italiana (Prof. Dr. M. Loporcaro)	0	0	0	0	0	0	0		Zürich, Schweiz	CH
stellenanzeigen/1487.html	1	2016-04-01	2016-09-30	6	Vertretung	E13	13 TV-L (65%)	26	65	N/A	N/A	2016	15. Januar 2016	Sprachwissenschaft	0	1	0	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	2-JOerg_DUenne	13-Christof_SchOech	Stellenvertretung: Wiss. Mitarbeiter/in, romanistische Sprachwissenschaft (65%)	0	0	0	0	1	0	0		Erfurt	DE
stellenanzeigen/1052.html	1	2015-10-01	2016-03-31	6	Vertretung	E13	13 TV-L (65%)	26	65	N/A	N/A	2015	18. Juni 2015	Sprachwissenschaft	0	1	0	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	2-JOerg_DUenne	4235-Stefanie_Popp	Stellenvertretung an der Universität Erfurt: Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter im Bereich der romanistischen Sprachwissenschaft, Entgeltgruppe 13 TV-L (65%)	0	0	0	0	1	0	0		Erfurt	DE
stellenanzeigen/1665.html	0	2016-04-13	2016-05-04	2			Gehaltsschema des Universitäten-KV: B1	30	N/A	N/A	N/A	2016	13. April 2016	Sprachpraxis	0	0	0	0	1	0	Italienisch	0	0	1	0	0	0	0	0	0	0	3773-Sonja_Humbel_Pain	13-Christof_SchOech	Lecturer, Italienisch	0	0	0	0	0	0	0		Graz	AT
stellenanzeigen/47.html	0	2014-05-01	2018-04-30	48			Einstufung gemäß Kollektivvertrag: §48 VwGr. B1 Grundstufe (praedoc)	30	N/A	N/A	N/A	2014	20. März 2014	Romanistik Sprach- und Literaturwissenschaft	1	0	0	0	0	0	Französisch, Spanisch, Deutsch	1	1	0	0	0	0	0	0	0	0	3782-Ingrid_Mechtler	13-Christof_SchOech	Universitätsassistent/in (&quot;prae doc&quot;) am Institut für Romanistik  Wien	0	0	0	0	0	0	0		Wien	AT
stellenanzeigen/1938.html	0	2016-10-17	2020-10-16	49			§48 VwGr. B1 Grundstufe	30	N/A	N/A	N/A	2016	31. August 2016	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Portugiesisch, Spanisch	0	1	0	1	0	0	0	0	0	0	4-Lars_Schneider	4-Lars_Schneider	Universitätsassistent/in (&quot;prae doc&quot;) bis 16.10.2020 zu besetzen	0	0	0	0	0	0	0		Wien	AT
stellenanzeigen/121.html	0	2014-04-22	2014-05-31	2			CHF 94&#39;496 / CHF 47&#39;040	35	N/A	N/A	N/A	2014	24. April 2014	Medien-/Kulturwissenschaft	0	0	1	0	0	0	Portugiesisch, Spanisch	0	1	0	1	0	0	0	0	0	0	3846-Jens_Andermann	13-Christof_SchOech	2 Projektstellen / 2 puestos de investigación, Universität Zürich	0	0	0	1	0	0	0		Zürich	CH
stellenanzeigen/1492.html	1	2016-04-01	2018-12-31	33		E13	13 TV-L	39	100	N/A	N/A	2016	20. Januar 2016	Weitere Teilbereiche	0	0	0	0	0	1	Sprachübergreifend	0	0	0	0	0	0	0	0	0	1	418-Christoph_Gabriel	13-Christof_SchOech	Wiss. Mitarbeiter/in BMBF-Projekt Datenmanagement &quot;Mehrsprachigkeitsentwicklung im Zeitverlauf&quot; (MEZ)	0	0	0	1	1	0	0		Hamburg	DE
stellenanzeigen/1883.html	1	2016-10-01	2019-09-30	36		E13	TVL-13	39	100	N/A	N/A	2016	05. August 2016	Sprachwissenschaft	0	1	0	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	418-Christoph_Gabriel	4-Lars_Schneider	Wiss. Mitarbeiter/in 100% Romanische Sprachwissenschaft (Französisch, Spanisch)	0	0	0	0	1	0	0		Mainz	DE
stellenanzeigen/577.html	1	2015-04-01	N/A	120	unbefristet	E13	13 TV-L	39	100	N/A	N/A	2014	28. November 2014	Sprachpraxis	0	0	0	0	1	0	Französisch	1	0	0	0	0	0	0	0	0	0	418-Christoph_Gabriel	4-Lars_Schneider	Wissenschaftlicher Mitarbeiter mit ausschließlichen Lehraufgaben (Lektorat Französisch)	1	0	0	0	1	0	0		Hamburg	DE
stellenanzeigen/3314.html	0	2018-07-04	2018-07-25	1			3711,10 (brutto)	40	N/A	N/A	N/A	2018	04. Juli 2018	N/A	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	5078-Sonja_Humbel_Pain	5028-Marcel_Schmitt	Universitätsassistent/in mit Doktorat	0	0	0	0	0	0	0		Graz, Österreich	AT
stellenanzeigen/4326.html	0	2020-01-08	2020-01-29	1			N/A	40	N/A	N/A	N/A	2020	08. Januar 2020	Sprachwissenschaft	0	1	0	0	0	0	Spanisch	0	1	0	0	0	0	0	0	0	0	3773-Sonja_Humbel_Pain	1903-Christoph_Behrens	Universitätsassistent/in mit Doktorat	0	0	0	0	0	0	0		Graz, Österreich	AT
stellenanzeigen/2058.html	0	2017-03-01	2019-01-31	23			€ 2.696,50 brutto (14 x jährlich)	40	N/A	N/A	N/A	2016	21. Oktober 2016	Medien-/Kulturwissenschaft, Sprachpraxis	0	0	1	0	1	0	Französisch	1	0	0	0	0	0	0	0	0	0	5207-Michaela_Keilhofer	13-Christof_SchOech	Wiss. Mitarbeiter/in (Senior Lecturer), Spracherwerb und Kulturstudien des Französischen	0	0	0	0	1	0	0		Salzburg, Österreich	AT
stellenanzeigen/750.html	0	2015-09-01	2019-08-31	48			€ 2.662,90 brutto (14 x jährlich)	40	N/A	N/A	N/A	2015	26. Februar 2015	Literaturwissenschaft	1	0	0	0	0	0	Französisch, Italienisch	1	0	1	0	0	0	0	0	0	0	4296-Martina_Meidl	13-Christof_SchOech	Universitätsassistentin / Universitätsassistent (Literaturwissenschaft)	0	0	0	0	0	0	0		Alpen-Adria-Universität Klagenfurt	AT
stellenanzeigen/254.html	0	2014-10-01	2018-09-30	48		AT	brutto € 2.616 / Monat (14 mal) 	40	100	N/A	N/A	2014	09. Juni 2014	Sprachpraxis	0	0	0	0	1	0	Französisch	1	0	0	0	0	0	0	0	0	0	2330-Birgit_Mertz_Baumgartner	13-Christof_SchOech	Senior Lecturer Französisch	0	0	0	0	0	0	0		Innsbruck, Österreich	AT
stellenanzeigen/1704.html	0	2016-09-01	2022-08-31	72			3591,-- brutto (14 mal)	40	N/A	N/A	N/A	2016	05. Mai 2016	Sprachwissenschaft	0	1	0	0	0	0	Spanisch, Sprachübergreifend	0	1	0	0	0	0	0	0	0	1	2330-Birgit_Mertz_Baumgartner	13-Christof_SchOech	UniversistätsassistentIn - Postdoc Linguistik Spanisch	0	0	0	0	0	0	1		Innsbruck, Österreich	AT
stellenanzeigen/204.html	0	2014-09-01	2020-08-31	72			Das kollektivvertragliche Mindestentgelt gemäß der angegebenen Einstufung beträgt € 3483.30 brutto/Monat.	40	N/A	N/A	N/A	2014	22. Mai 2014	Literaturwissenschaft	1	0	0	0	0	0	Portugiesisch, Spanisch	0	1	0	1	0	0	0	0	0	0	3773-Sonja_Humbel_Pain	13-Christof_SchOech	Universitätsassistent/in mit Doktorat	0	0	0	0	0	0	0		Graz, Österreich	AT
stellenanzeigen/4677.html	0	2020-10-01	N/A	N/A			N/A	40	N/A	N/A	N/A	2020	22. Juli 2020	Sprachpraxis	0	0	0	0	1	0	Italienisch	0	0	1	0	0	0	0	0	0	0	5078-Sonja_Humbel_Pain	425-Redaktion_romanistik_de	Lecturer	0	0	0	0	0	0	0		Graz, Österreich	AT
stellenanzeigen/5029.html	1	2021-09-01	2024-08-31	36		E13	Entgeltgruppe 13 TV-L	 65% der regelmäßigen wöchentlichen Arbeitszeit (zzt. 25,87 Stunden/Woche)	65	N/A	87	2021	03. Februar 2021	Sprachwissenschaft	0	1	0	0	0	0	Sprachübergreifend	0	0	0	0	0	0	0	0	0	1	10193-Guido_Mensching	764-Robert_Hesselbach	12 Promotionsstellen im Graduiertenkolleg 2636 &quot;Form-meaning mismatches&quot; an der Universität Göttingen	0	0	0	0	0	0	0		Göttingen	DE
stellenanzeigen/301.html	1	2014-09-01	2017-08-31	36		E13	TV-L EG 13 	 Hälfte der regulären Arbeitszeit	50	N/A	N/A	2014	28. Juni 2014	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Französisch, Italienisch, Portugiesisch, Spanisch, Englisch	1	1	1	1	0	0	0	1	0	0	3777-_Academics_de	3759-Silvia_Eunice_Guti_rrez_De_la_Torre	Referentin / Referent für das Stipendien- und Gastwissenschaftlerprogramm (IEG, Mainz)	0	0	0	0	0	0	0		Mainz	DE
stellenanzeigen/4658.html	0	N/A	N/A	N/A	Keine Stelle!		600€	 Promotionsstelle 	N/A	N/A	N/A	2020	09. Juli 2020	Literaturwissenschaft, Medien-/Kulturwissenschaft, Sprachwissenschaft	1	1	1	0	0	0	Französisch, Italienisch	1	0	1	0	0	0	0	0	0	0	9181-Nar_n_Leder	5130-Ursula_Winter	Ausschreibung von Promotionsstellen im Internationalen Graduiertenkolleg «Gründungsmythen Europas in Literatur, Kunst und Musik» (Bonn – Sorbonne Université – Florenz	0	0	0	0	0	0	0		Bonn	DE
stellenanzeigen/2288.html	1	2017-04-01	N/A	36		E13	0,5 TVL 13 	0,5	50	N/A	N/A	2017	09. Februar 2017	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	5616-Christian_Wehr	4-Lars_Schneider	Wissenschaftlicher Mitarbeiter Literaturwissenschaft, 0,5 Stelle, Universität Würzburg	0	0	0	0	1	0	0		Würzburg	DE
stellenanzeigen/1522.html	1	N/A	N/A	48		E13	13 TV-L FU (50%)	0,5-Teilzeit	50	N/A	N/A	2016	01. Februar 2016	Literaturwissenschaft	1	0	0	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	2781-Anita_Traninger	425-Redaktion_romanistik_de	Wiss. Mitarbeiter/in (Praedoc) für spanische Literaturwissenschaft	0	0	0	0	1	1	0		Berlin	DE
stellenanzeigen/2631.html	1	2017-10-01	2020-09-30	36		E13	EG TVL 13	0,65	65	N/A	N/A	2017	21. Juli 2017	Literaturwissenschaft, Medien-/Kulturwissenschaft, Sprachwissenschaft	1	1	1	0	0	0	Französisch	1	0	0	0	0	0	0	0	0	0	3957-Gisela_Febel	13-Christof_SchOech	Promotionsstelle (EG 13 TV-L, 65%)  im Forschungsprojekt  &quot;Transatlantische Ideenzirkulation und Ideentransformation&quot;	0	0	0	0	0	0	0		Halle / Bremen	DE
stellenanzeigen/2976.html	0	2018-06-01	2020-01-31	20			13 TV-L	0,65	65	N/A	N/A	2018	23. Januar 2018	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Sprachübergreifend	0	0	0	0	0	0	0	0	0	1	6205-Aleksandra_Ambrozy	5028-Marcel_Schmitt	Wissenschaftliche/r Mitarbeiter/in: &quot;Weltwissenschaft – Johann Reinhold Forster in Halle&quot; 	0	0	0	0	1	0	0		Halle/Saale	DE
stellenanzeigen/2321.html	1	N/A	N/A	36		E13	TV-L 13	0,65%	65	N/A	N/A	2017	24. Februar 2017	Sprachwissenschaft	0	1	0	0	0	0	Französisch, Portugiesisch, Spanisch	1	1	0	1	0	0	0	0	0	0	1105-Carolin_Patzelt	425-Redaktion_romanistik_de	Wiss. Mitarbeiter/in Romanische Sprachwissenschaft	0	0	0	0	1	0	0		Bremen	DE
stellenanzeigen/3210.html	1	N/A	N/A	36		E13	 TV-L Entgeldgruppe 13	0,65% 	65	N/A	N/A	2018	14. Mai 2018	N/A	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	5769-Sabine_Reichert	5028-Marcel_Schmitt	Promotionsstelle Graduiertenkolleg &quot;Metropolität in der Vormoderne&quot;	0	0	0	0	0	0	0		Regensburg	DE
stellenanzeigen/2912.html	1	2018-03-01	2020-09-30	31		E13	13 TV-L	0,75	75	N/A	N/A	2017	06. Dezember 2017	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Französisch	1	0	0	0	0	0	0	0	0	0	3957-Gisela_Febel	13-Christof_SchOech	0,75-Postdoc-Stelle für eine/n Wissenschaftliche/n Mitarbeiter/in für Frankoromanistik / Literatur- und Kulturwissenschaft	0	0	0	0	1	0	1		Bremen	DE
stellenanzeigen/2907.html	1	2018-03-01	2020-09-30	31			N/A	0,75	75	N/A	N/A	2017	05. Dezember 2017	N/A	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	N/A	13-Christof_SchOech	1 x 0,75 Wissenschaftliche_r Mitarbeiter_in	0	0	0	0	1	0	0		Bremen	DE
stellenanzeigen/3056.html	1	2018-07-15	N/A	36		E13	E 13 TV-L 	0,75	75	N/A	N/A	2018	08. März 2018	N/A	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	3841-Markus_Wiefarn	5028-Marcel_Schmitt	Wissenschaftliche/r Koordinator/in an der Graduate School Language &amp; Literature Munich	0	0	0	0	0	0	0		München	DE
stellenanzeigen/2364.html	1	N/A	N/A	24		E13	nach TV-L 13	0,75%	75	3	N/A	2017	14. März 2017	Medien-/Kulturwissenschaft	0	0	1	0	0	0	Portugiesisch, Spanisch	0	1	0	1	0	0	0	0	0	0	4720-Joachim_Michael	5028-Marcel_Schmitt	Wiss. MitarbeiterIn (0,75 TV-L, befristet) InterAmerikanische Studien	0	0	0	0	1	0	0		Bielefeld	DE
stellenanzeigen/4084.html	1	N/A	N/A	36		E13	TV-L E13	0.65%	65	N/A	N/A	2019	24. August 2019	Literaturwissenschaft, Medien-/Kulturwissenschaft, Sprachwissenschaft	1	1	1	0	0	0	Französisch, Italienisch, Okzitanisch, Spanisch	1	1	1	0	0	1	0	0	0	0	6766-Kathrin_Pindl	1903-Christoph_Behrens	Promotionsstelle DFG-Graduiertenkolleg 2337 &quot;Metropolität in der Vormoderne&quot;, Universität Regensburg	0	0	0	0	0	0	0		Regensburg	DE
stellenanzeigen/2989.html	1	N/A	N/A	36	4x	E13	TVL 13	1,0	100	N/A	N/A	2018	01. Februar 2018	Literaturwissenschaft, Medien-/Kulturwissenschaft, Sprachwissenschaft, Fachdidaktik	1	1	1	1	0	0	Französisch, Italienisch, Portugiesisch, Spanisch	1	1	1	1	0	0	0	0	0	0	3957-Gisela_Febel	13-Christof_SchOech	Postdoc-Stellen an der Universität Bremen für 3 Jahre	0	0	0	0	0	0	1		Bremen	DE
stellenanzeigen/113.html	1	2014-09-01	2017-08-31	36		E13	TV-L E 13	1/1 oder 2 x 1/2	100	N/A	N/A	2014	17. April 2014	Fachdidaktik	0	0	0	1	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	230-Annette_Keilhauer	13-Christof_SchOech	Wiss. Mitarbeiter/in (als Lehrkraft für besondere Aufgaben) Fachdidaktik Französisch, Spanisch	0	1	0	0	1	0	0		Erlangen	DE
stellenanzeigen/4336.html	1	N/A	N/A	48		E13	13 TV-L FU 	1/2 	50	N/A	N/A	2020	15. Januar 2020	Literaturwissenschaft	1	0	0	0	0	0	Französisch, Italienisch	1	0	1	0	0	0	0	0	0	0	5731-Kerstin_Gesche	764-Robert_Hesselbach	Wiss. Mitarbeiter/-in (Praedoc) (m/w/d) mit 1/2 Teilzeitbeschäftigung befristet bis zu 4 Jahre; FU Berlin, Arbeitsbereich Prof. Dr. Bernhard Huss	0	0	0	0	1	1	0		Berlin	DE
stellenanzeigen/1453.html	1	N/A	N/A	72	2x	E13	 E 13 TV-L HU	1/2-Teilzeitbeschäftigung	50	N/A	N/A	2015	17. Dezember 2015	N/A	0	0	0	0	0	0	Sprachübergreifend	0	0	0	0	0	0	0	0	0	1	3777-_Academics_de	4235-Stefanie_Popp	 2 Stellen: Wissenschaftliche/r Mitarbeiter/in	0	0	0	0	1	0	0		Berlin	DE
stellenanzeigen/4415.html	1	2020-04-30	2021-09-30	18		E13	E 13 TV-L	100 %	100	N/A	N/A	2020	13. Februar 2020	Medien-/Kulturwissenschaft	0	0	1	0	0	0	Katalanisch, Portugiesisch, Spanisch	0	1	0	1	0	0	1	0	0	0	450-Teresa_Pinheiro	5130-Ursula_Winter	Wissenschaftliche/r Mitarbeiter/in Iberische Studien 	0	0	0	0	1	0	0		Chemnitz	DE
stellenanzeigen/4720.html	1	N/A	N/A	24		E13	TV-L 13	100 %	100	16	N/A	2020	27. August 2020	Sprachpraxis	0	0	0	0	1	0	Französisch	1	0	0	0	0	0	0	0	0	0	6422-Peter_Tischer	1903-Christoph_Behrens	Lehrkraft für besondere Aufgaben für Französisch (m/w/d) - TV-L 13 100%	0	1	0	0	0	0	0		Saarbrücken	DE
stellenanzeigen/1636.html	1	N/A	N/A	26		E13	TV-L E13	100 %	100	N/A	N/A	2016	01. April 2016	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Sprachübergreifend	0	0	0	0	0	0	0	0	0	1	4944-Verena_KrUeger	425-Redaktion_romanistik_de	Postdocstelle, Internationales Graduiertenkolleg 1956 (Universität Freiburg und RGGU Moskau)	0	0	0	0	0	0	1		Freiburg i. Brsg.	DE
stellenanzeigen/2678.html	1	N/A	N/A	36		E13	13 TV-L	100 %	100	N/A	N/A	2017	21. August 2017	Sprachwissenschaft	0	1	0	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	100-Paul_G_vaudan	5028-Marcel_Schmitt	Wiss. Mitarbeiter/in mit den Schwerpunkten Computerlinguistik und Romanistik	0	0	0	0	1	0	0		Paderborn	DE
stellenanzeigen/2620.html	1	2017-10-01	2020-09-30	36		E13	E13 TV-L	100 %	100	N/A	N/A	2017	13. Juli 2017	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	5590-Kirsten_Kramer	5028-Marcel_Schmitt	Wissenschaftliche Mitarbeiterin/Wissenschaftlicher Mitarbeiter	0	0	0	0	1	0	0		Bielefeld	DE
stellenanzeigen/2385.html	1	N/A	N/A	36		E13	TV-L 13 	100 %	100	N/A	N/A	2017	21. März 2017	Literaturwissenschaft	1	0	0	0	0	0	Französisch	1	0	0	0	0	0	0	0	0	0	3970-Elodie_Ripoll	13-Christof_SchOech	Wiss. Mitarbeiter/in, französische Literaturwissenschaft (100%)	0	0	0	0	1	0	0		Stuttgart	DE
stellenanzeigen/3878.html	1	2019-10-01	N/A	120	unbefristet	E13	E13 TV- L	100 %	100	N/A	N/A	2019	25. April 2019	Medien-/Kulturwissenschaft	0	0	1	0	0	0	Französisch	1	0	0	0	0	0	0	0	0	0	425-Redaktion_romanistik_de	5130-Ursula_Winter	Lehrkraft für besondere Aufgaben (m/w/d)	0	1	0	0	0	0	0		Saarbrücken	DE
stellenanzeigen/4517.html	1	N/A	N/A	120	unbefristet (DH)	E13	EG 13 TV-L	100 %	100	N/A	N/A	2020	09. April 2020	Literaturwissenschaft, Medien-/Kulturwissenschaft, Sprachwissenschaft	1	1	1	0	0	0	Sprachübergreifend	0	0	0	0	0	0	0	0	0	1	3777-_Academics_de	5130-Ursula_Winter	Wissenschaftlicher Mitarbeiter (m/w/d) &quot;Digital Humanities&quot;	0	0	0	0	1	0	0		Düsseldorf	DE
stellenanzeigen/2539.html	1	2018-04-01	N/A	120	unbefristet	E13	TV-L 13	100 %	100	N/A	N/A	2017	02. Juni 2017	Medien-/Kulturwissenschaft, Sprachpraxis	0	0	1	0	1	0	Französisch	1	0	0	0	0	0	0	0	0	0	3970-Elodie_Ripoll	425-Redaktion_romanistik_de	Poste de Lecteur / Lectrice de langue française (Université de Stuttgart)	1	0	0	0	0	0	0		Stuttgart	DE
stellenanzeigen/2538.html	1	2018-04-01	N/A	120	unbefristet	E13	TV-L 13	100 %	100	N/A	N/A	2017	04. Juni 2017	Medien-/Kulturwissenschaft, Sprachpraxis	0	0	1	0	1	0	Französisch	1	0	0	0	0	0	0	0	0	0	3970-Elodie_Ripoll	5028-Marcel_Schmitt	Lektorin/Lektor für Französisch (Universität Stuttgart)	1	0	0	0	0	0	0		Stuttgart	DE
stellenanzeigen/3086.html	1	2018-09-01	N/A	120	unbefristet	E13	TV-L E 13	100 %	100	N/A	N/A	2018	22. März 2018	Fachdidaktik	0	0	0	1	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	5000-Katharina_Katzka	5028-Marcel_Schmitt	Akademische Rätin/Akademischer Ratsstelle bzw. wissenschaftliche Mitarbeiterin/wissenschaftlicher Mitarbeiter im Bereich der Fremdsprachendidaktik 	0	0	1	0	1	0	0		Flensburg	DE
stellenanzeigen/5314.html	0	2021-09-01	2022-08-31	12			Catégorie A	100 %	100	N/A	N/A	2021	02. Juni 2021	Literaturwissenschaft	1	0	0	0	0	0	Französisch, Italienisch	1	0	1	0	0	0	0	0	0	0	5858-Filippo_Fonio	10019-Christine_Montmasson	Post-doc projet ANR DHAF- Dante hier et aujourd&#39;hui en France	0	0	0	0	0	0	1		Paris	FR
stellenanzeigen/4996.html	0	2021-05-01	2024-04-30	36			N/A	100 %	100	N/A	N/A	2021	14. Januar 2021	Sprachwissenschaft	0	1	0	0	0	0	Französisch	1	0	0	0	0	0	0	0	0	0	1843-Paul_Videsott	764-Robert_Hesselbach	&quot;Ricercatore a tempo determinato RTD&quot; (Post-DOC-Stelle)	0	0	0	0	0	0	1		Brixen (Südtirol/Italien) 	IT
stellenanzeigen/3597.html	0	2019-03-01	2025-02-28	72			€ 3.711,10 brutto (14× jährlich)	100 %	100	N/A	N/A	2018	07. Dezember 2018	Sprachwissenschaft, Fachdidaktik	0	1	0	1	0	0	Französisch	1	0	0	0	0	0	0	0	0	0	5207-Michaela_Keilhofer	13-Christof_SchOech	Postdoc 100 % (Französische Sprachwissenschaft und Fremdsprachenerwerbsforschung)	0	0	0	0	0	0	1		Salzburg, Österreich	AT
stellenanzeigen/4604.html	1	N/A	N/A	120	unbefristet	E13	TV-L Entgeltgruppe 13	100 % 	100	N/A	N/A	2020	29. Mai 2020	Sprachpraxis	0	0	0	0	1	0	Spanisch	0	1	0	0	0	0	0	0	0	0	1303-Christian_von_Tschilschke	764-Robert_Hesselbach	Lektorin/Lektor für Spanisch	1	0	0	0	0	0	0		Münster	DE
stellenanzeigen/3570.html	1	2019-03-01	N/A	120	unbefristet	A13	EG 13 bzw. A13	100 % (16/17 SWS)	100	17	N/A	2018	26. November 2018	Fachdidaktik	0	0	0	1	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	4184-Susanne_Moerters	13-Christof_SchOech	Lehrkraft für besondere Aufgaben an Universitäten bzw. Studienrätin / Studienrat im Hochschuldienst, Fachdidaktik	0	1	1	0	0	0	0		Essen	DE
stellenanzeigen/2622.html	1	2017-11-05	2018-02-11	3	Vertretung	E13	EG 13 TV-L	100 % (40 h/Woche)	100	4	N/A	2017	14. Juli 2017	Sprachwissenschaft	0	1	0	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	3821-Stefan_Serafin	13-Christof_SchOech	Wissenschaftliche/r Mitarbeiter/in Frz. und Span. Sprachwissenschaft (EG 13 TV-L, Vollzeit, befristet)	0	0	0	0	1	0	0		Rostock	DE
stellenanzeigen/2368.html	1	2017-11-01	N/A	12	Habilstelle!	E13	TVL 13	100 % (40,1 Stunden/Woche)	100	5	1	2017	16. März 2017	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Französisch, Italienisch	1	0	1	0	0	0	0	0	0	0	5243-Christine_Stadler	5028-Marcel_Schmitt	Wissenschaftliche/r Mitarbeiter/in (befristet; TV-L Entgeltgruppe 13) - Qualifikationsstelle zur Habilitation - Französische und Italienische Literatur- und Kulturwissenschaft	0	0	0	0	1	0	0		Regensburg	DE
stellenanzeigen/3336.html	1	2018-07-11	2018-08-02	36		E13	E 13	100%	100	4	N/A	2018	12. Juli 2018	Sprachwissenschaft	0	1	0	0	0	0	Französisch, Spanisch	1	1	0	0	0	0	0	0	0	0	N/A	4-Lars_Schneider	Wissenschaftliche/r Mitarbeiter/in Romanische Sprachwissenschaft (Postdoc)	0	0	0	0	1	0	1		Paderborn	DE
stellenanzeigen/4621.html	1	2020-06-11	2020-07-20	30		E13	TV-L E 13	100%	100	5	N/A	2020	11. Juni 2020	Literaturwissenschaft, Medien-/Kulturwissenschaft	1	0	1	0	0	0	Spanisch	0	1	0	0	0	0	0	0	0	0	18-Jochen_Mecke	1903-Christoph_Behrens	Stelle eines Wissenschaftlichen Mitarbeiterin / wissenschaftlichen Mitarbeiters (m/w/d) (100%) TV-L E13	0	0	0	0	1	0	0		Regensburg	DE
stellenanzeigen/130.html	1	2014-09-01	2015-01-25	5		E13	TV-L E 13	100%	100	13	N/A	2014	24. April 2014	Fachdidaktik	0	0	0	1	0	0	Französisch	1	0	0	0	0	0	0	0	0	0	13-Christof_SchOech	13-Christof_SchOech	Lehrkraft für besondere Aufgaben Didaktik des Französischen	0	1	0	0	0	0	0		Wuppertal	DE
stellenanzeigen/4308.html	1	2020-04-01	2020-09-15	6		E13	13 TV-L	100%	100	N/A	N/A	2019	19. Dezember 2019	Sprachpraxis	0	0	0	0	1	0	Französisch	1	0	0	0	0	0	0	0	0	0	5029-Julia_Dettke	1903-Christoph_Behrens	Wissenschaftliche/r Mitarbeiter/in (Sprachpraxis Französisch)	0	0	0	0	1	0	0		Rostock	DE
